69,Pimba SA,-31.250747,136.801335,25.000000,-3978535.565847,3735919.134486,-3289704.099491
70,Boorowa NSW,-34.462093,148.705734,25.000000,-4498523.376319,2734528.494813,-3588838.858728
71,Wagin WA,-33.308268,117.343372,25.000000,-2450849.060100,4739626.530019,-3482594.659036
72,Villenave d’Ornon,44.780952,-0.537323,25.000000,4534587.689020,-42526.877556,4470119.053015
73,Goonhilly,50.049545,-5.181232,25.000000,4086888.280401,-370586.207583,4866347.383982
74,Chalfont Grove,51.615474,-0.575755,25.000000,3968399.740926,-39879.078733,4976368.337765
75,Isle of Man,54.139038,-4.497211,25.000000,3733167.894535,-293623.847297,5145843.948979
76,Frankfurt DE,50.329917,8.470778,25.000000,4035194.146418,600959.968478,4886314.536346
77,Ketchikan AK,55.314611,-131.585694,25.000000,-2414592.032821,-2720988.572151,5221413.026812
78,Punta Arenas,-52.938100,-70.857222,25.000000,1263223.842110,-3639183.207925,-5066413.456515
79,Noviciado,-33.392703,-70.883119,25.000000,1745767.398945,-5036675.701673,-3490417.277018
80,Caldera,-27.019700,-70.787800,25.000000,1871051.260528,-5369245.901134,-2880170.940243
81,Santa Elena,-29.999400,-71.258600,25.000000,1776231.162998,-5235189.753646,-3170327.814113
82,San Clemente,-35.556000,-71.356800,25.000000,1660647.743395,-4922234.982421,-3688238.062664
83,Puerto Saavedra,-38.814800,-73.397300,25.000000,1421883.753697,-4768793.392514,-3976332.844229
84,Puerto Montt,-41.486600,-73.022000,25.000000,1397236.001264,-4576437.160150,-4203072.958340
85,Sullivan ME,44.530972,-68.224000,25.000000,1689553.414036,-4229321.857905,4450358.664837
86,Aerzen,52.060000,9.329000,25.000000,3877736.387818,637019.183982,5006929.155261
87,Merredin WA,-31.494875,118.277770,25.000000,-2578862.387481,4793922.124531,-3312814.692556
88,Cataby WA,-30.848289,115.619510,25.000000,-2369795.669880,4941825.977340,-3251476.555939
89,Ki Ki SA,-35.571560,139.817490,25.000000,-3968038.632054,3351176.872099,-3689642.437156
90,Torrumbarry VIC,-36.025227,144.500120,25.000000,-4204401.272187,2998956.996237,-3730469.615705
91,Cobargo NSW,-36.388611,149.891390,25.000000,-4446969.324295,2578710.843511,-3763005.154772
92,Bogantungan QLD,-23.646860,147.291280,25.000000,-4918794.820030,3158867.396607,-2542513.172400
93,Calrossie NSW,-29.057781,150.040010,25.000000,-4834152.782479,2786500.264748,-3079512.245736
94,Springbrook Creek NSW,-30.439794,149.683847,25.000000,-4751119.595100,2778127.254068,-3212513.690505
95,Bulla Bulling WA,-31.029747,120.819820,25.000000,-2802659.210843,4697808.950211,-3268732.088718
96,Elfordstown,51.953182,-8.174168,25.000000,3899058.910712,-560068.680798,4999612.843229
97,Ballinspittle,51.644982,-8.588006,25.000000,3921557.682737,-592240.170490,4978406.258693
98,New Braunfels TX,29.784056,-98.050778,25.000000,-775909.564183,-5485603.830319,3149632.326709
99,Nome AK,64.503506,-165.428300,25.000000,-2664478.709421,-692639.542703,5734120.336483
100,Lunenburg VT,44.412028,-71.731833,25.000000,1430519.403623,-4333566.044366,4440926.830249
101,Loring ME,46.914917,-67.919528,25.000000,1640696.127229,-4044501.294699,4635325.870115
102,Anakie VIC,-37.953169,144.328172,25.000000,-4090809.486900,2936495.873698,-3901360.887982
103,Koonwarra VIC,-38.518120,145.951450,25.000000,-4140194.688233,2797703.831156,-3950617.888762
104,Warra QLD,-26.908108,150.892060,25.000000,-4972710.181960,2768677.649089,-2869150.318347
105,Saguenay,48.313705,-70.908799,25.000000,1389976.536807,-4016007.255651,4740163.204431
106,Marathon,48.725389,-86.374453,25.000000,266566.144347,-4207013.115399,4770485.910699
107,Sambro Creek,44.464528,-63.613083,25.000000,2026375.481898,-4084448.511315,4445092.220727
108,Muallim,40.788770,29.509442,25.000000,4208617.360396,2382036.782636,4144706.520306
109,Wola Krobowska,51.864167,20.921061,25.000000,3686668.825900,1409354.915224,4993502.687935
110,Canyonleigh NSW,-34.589043,150.188390,25.000000,-4560845.885315,2613248.507977,-3600441.347706
111,Tea Gardens NSW,-32.593193,152.104200,25.000000,-4753898.930107,2516613.762080,-3416047.484319
112,Alfouvar de Cima,38.868565,-9.282082,25.000000,4907405.598281,-802042.728443,3980981.683868
113,Villarejo de Salvanes,40.167603,-3.286857,25.000000,4872713.148314,-279837.426128,4092239.194107
114,Ibi,38.608435,-0.600713,25.000000,4990310.815153,-52322.430228,3958457.144654
115,Lepe,37.255620,-7.213455,25.000000,5042658.327882,-638239.014461,3840025.392944
116,Kaunas,54.879513,23.841886,25.000000,3363756.840788,1486531.912503,5193697.687244
117,Suva (Emergency),-18.128920,178.468279,25.000000,-6061339.132914,162079.876127,-1971957.415502
118,Toa Baja PR,18.431056,-66.192086,25.000000,2443431.261971,-5537928.458128,2003711.375219
119,Ponce PR,18.061978,-66.547836,25.000000,2414089.798452,-5564726.939131,1964914.608313
120,Apra Heights GU,13.408639,144.679194,25.000000,-5063169.387826,3587684.799491,1469423.949051
121,Monterey,25.770200,-100.301900,25.000000,-1027845.674195,-5654803.474189,2756167.680953
122,Peñuelas,21.731434,-102.275320,25.000000,-1260260.293012,-5792061.184966,2346823.043205
123,Charcas,23.226200,-100.979200,25.000000,-1116870.591140,-5756958.349818,2499768.416402
124,El Marques,20.760828,-100.335570,25.000000,-1070472.024730,-5869710.889668,2246662.324615
125,Villahermosa,18.041100,-92.932600,25.000000,-310370.485038,-6058578.466828,1962717.544486
126,Merida,21.007200,-89.643900,25.000000,37021.979010,-5956685.858039,2272147.599841
127,Tapachula,14.786300,-92.367200,25.000000,-254773.024473,-6163024.809569,1617255.043417
128,Cabo San Lucas,22.912700,-109.925700,25.000000,-2003196.036062,-5526022.105785,2467826.210193
129,Mazahua,16.609600,-94.964200,25.000000,-529038.625963,-6090768.874811,1811480.753329
130,Llano Grande,19.258900,-99.581100,25.000000,-1002558.697805,-5939397.222844,2090433.223686
131,Camaçari,-12.748333,-38.283056,25.000000,4883975.243019,-3854786.542912,-1398268.548856
132,Guarapari,-20.557778,-40.408611,25.000000,4549195.042523,-3872847.532494,-2225627.627888
133,Itaboraí,-22.696667,-42.872778,25.000000,4314510.487881,-4005472.218665,-2445772.421387
134,João Câmara,-5.546111,-35.816944,25.000000,5147940.718313,-3715126.782093,-612321.388638
135,Luz,-19.803333,-45.681111,25.000000,4194191.185312,-4295113.666776,-2147233.357369
136,Montes Claros,-16.683611,-43.833333,25.000000,4408471.568662,-4232498.309981,-1819327.991358
137,Mossoró,-5.156944,-37.353611,25.000000,5049652.564689,-3854276.653201,-569473.312269
138,Passa Quatro,-22.349444,-44.945278,25.000000,4177258.777259,-4169287.131132,-2410254.652243
139,Porto Alegre,-29.984167,-51.120833,25.000000,3470539.527350,-4304288.338250,-3168865.273811
140,Presidente Prudente,-22.146111,-51.474167,25.000000,3681412.315565,-4623888.763011,-2389414.935415
141,Rio Negro,-26.088611,-49.792778,25.000000,3700336.455245,-4377637.467512,-2787892.450246
142,Santana de Parnaíba,-23.456389,-46.942222,25.000000,3996867.239398,-4277459.270475,-2523175.299633
143,São Gonçalo do Amarante,-3.674722,-39.102778,25.000000,4939444.718749,-4014575.479369,-406058.321405
144,Surubim,-7.853611,-35.779444,25.000000,5126219.360315,-3694351.008179,-865747.866157
145,Uruguaiana,-29.765556,-56.526944,25.000000,3056233.475797,-4622186.408681,-3147852.302733
146,Manaus,-2.926739,-59.997817,25.000000,3185158.287403,-5516370.516878,-323485.332192
147,Falda del Carmen,-31.522476,-64.460920,25.000000,2346169.158971,-4910224.051829,-3315423.837706
148,Milano,45.323488,9.187345,25.000000,4434487.436192,717225.132452,4512714.151934
149,Foggia,41.508211,15.586589,25.000000,4607484.026345,1285270.203447,4204870.675941
150,Marsala,37.796801,12.507249,25.000000,4926545.787705,1092842.860322,3887660.902854
151,Yamaguchi,34.217723,131.555555,25.000000,-3502290.327469,3950893.216681,3566455.891226
152,Lekki,6.449455,3.587770,25.000000,6325640.517088,396620.010120,711671.449547
153,Bristol (LICENSE PENDING),51.466473,-2.322985,25.000000,3978309.328834,-161383.963090,4966057.757389
154,Morn Hill (LICENSE PENDING),51.060168,-1.263883,25.000000,4015863.658268,-88599.985268,4937772.433055
155,Fawley (LICENSE PENDING),50.823297,-1.337705,25.000000,4036202.526298,-94251.786118,4921168.203694
156,Hoo (LICENSE PENDING),51.419024,0.573512,25.000000,3985509.795986,39894.981015,4962767.351115
157,Woodwalton (LICENSE PENDING),52.404967,-0.219117,25.000000,3899339.477090,-14912.367732,5030438.495105
158,Wherstead (LICENSE PENDING),52.019224,1.143540,25.000000,3932505.386913,78497.481962,5004138.319545
159,Caleta,18.454029,-69.661705,25.000000,2103521.541280,-5674898.006277,2006123.568311
160,Santiago de los Caballeros,19.481035,-70.726570,25.000000,1985497.851010,-5678131.675913,2113631.015543
161,Akita,39.638378,140.064661,25.000000,-3771306.677140,3157256.133787,4047161.524925
162,Ajigaura,36.386742,140.613739,25.000000,-3973155.322156,3261991.346520,3762838.196076
163,Ishikari,43.173133,141.257923,25.000000,-3633753.328266,2915569.311945,4341564.808995
164,Anchorage AK,61.185804,-149.876500,25.000000,-2665776.814836,-1546757.897016,5565371.227938
