9,1318,8,0,1
10,1318,9,0,1
27,1318,26,1,2
68,1318,67,1,2
103,1318,102,1,2
156,1318,155,1,2
176,1318,175,1,2
191,1318,190,1,2
193,1318,192,1,2
244,1318,243,1,2
279,1318,278,1,2
712,1419,713,2,1
880,1333,879,1,2
1113,1359,1131,3,0
1116,1318,1098,0,2
1117,1318,1099,0,3
1118,1318,1100,0,3
1119,1318,1101,0,3
1125,1359,1143,3,0
1130,1359,1148,3,0
1131,1359,1149,3,0
1134,1318,1151,3,2
1135,1318,1134,1,1
1147,1359,1165,3,0
1149,1359,1167,3,0
1164,1359,1182,3,0
1167,1359,1185,3,0
1171,1318,1170,1,1
1178,1359,1196,3,0
1179,1359,1197,3,0
1180,1359,1198,3,0
1185,1359,1203,3,0
1195,1359,1196,2,1
1196,1359,1197,2,1
1197,1359,1198,2,1
1198,1359,1199,2,1
1199,1359,1200,2,1
1201,1359,1202,2,1
1202,1359,1203,2,1
1203,1359,1359,4,0
1224,1318,1241,3,2
1242,1318,1259,3,2
1247,1318,1246,1,2
1260,1318,1277,3,2
1263,1318,1262,1,2
1278,1318,1295,3,2
1280,1318,1279,1,2
1296,1318,1099,0,4
1303,1407,168,0,4
1316,1318,1204,0,4
1318,1296,1081,0,4
1318,1316,1168,0,4
1318,1323,1168,0,4
1318,1327,1081,0,4
1318,1330,1151,0,4
1318,1354,1151,0,4
1318,1361,1151,0,4
1318,1368,1151,0,4
1318,1369,1151,0,4
1318,1370,1151,0,4
1318,1401,1151,0,4
1318,1408,1064,0,4
1318,1409,1151,0,4
1318,1410,1151,0,4
1318,1445,1151,0,4
1318,1446,1151,0,4
1318,1449,1151,0,4
1318,1450,1151,0,4
1318,1451,1151,0,4
1318,1452,1151,0,4
1318,1453,1151,0,4
1318,1454,1151,0,4
1323,1318,1186,0,4
1327,1318,1099,0,4
1330,1318,1169,0,4
1359,1303,1203,0,4
1359,1304,1203,0,4
1359,1305,1203,0,4
1359,1306,1203,0,4
1359,1307,1203,0,4
1359,1308,1203,0,4
1359,1398,1203,0,4
1359,1424,1203,0,4
1369,1318,1223,0,4
1369,1453,39,0,4
1401,1318,1187,0,4
1407,1303,150,0,4
1408,1318,1102,0,4
1453,1369,39,0,4
