34,1315,33,1,2
54,1315,71,3,2
69,1315,68,1,2
89,1315,88,1,2
157,1315,156,1,2
158,1315,157,1,2
384,1345,383,1,2
416,1382,415,1,2
815,1331,833,3,0
832,1331,850,3,0
833,1331,851,3,0
834,1331,852,3,0
849,1315,831,0,3
850,1315,832,0,3
851,1315,833,0,3
852,1315,851,1,2
852,1331,870,3,0
853,1315,852,1,2
853,1331,871,3,0
854,1315,853,1,2
867,1315,866,1,2
871,1331,889,3,0
872,1331,890,3,0
873,1315,874,2,1
889,1331,907,3,0
890,1331,908,3,0
891,1331,909,3,0
896,1449,914,3,0
897,1449,915,3,0
904,1331,905,2,1
908,1331,926,3,0
909,1331,927,3,0
910,1315,892,0,3
921,1331,922,2,1
922,1331,923,2,1
927,1331,926,1,2
928,1331,927,1,2
929,1315,911,0,3
930,1450,948,3,0
939,1331,940,2,1
940,1331,941,2,1
946,1331,945,1,2
947,1315,948,2,1
947,1331,946,1,2
957,1331,958,2,1
958,1331,959,2,1
965,1315,966,2,1
965,1331,964,1,2
966,1331,965,1,2
975,1331,976,2,1
976,1331,977,2,1
983,1315,984,2,1
983,1331,982,1,2
984,1331,983,1,2
985,1331,984,1,2
993,1331,994,2,1
994,1331,995,2,1
995,1331,1331,4,0
996,1331,995,1,2
1001,1315,1002,2,1
1002,1331,1001,1,2
1003,1331,1002,1,2
1012,1331,1013,2,1
1013,1331,995,0,3
1014,1331,996,0,3
1019,1315,1020,2,1
1020,1331,1019,1,2
1021,1331,1020,1,2
1031,1331,1013,0,3
1037,1315,1038,2,1
1038,1331,1037,1,2
1047,1315,1065,3,0
1048,1315,1066,3,0
1055,1315,1056,2,1
1065,1315,1064,1,2
1066,1315,1065,1,2
1084,1315,1083,1,2
1137,1315,1136,1,2
1143,1315,1142,1,2
1155,1315,1154,1,2
1160,1315,1159,1,2
1173,1315,1172,1,2
1177,1315,1176,1,2
1191,1315,1190,1,2
1194,1315,1193,1,2
1209,1315,1208,1,2
1210,1315,1209,1,2
1227,1315,1226,1,2
1233,1315,1232,1,2
1268,1315,1267,1,2
1296,1404,1169,0,4
1303,1380,151,0,4
1303,1429,151,0,4
1309,1315,1099,0,4
1315,1309,1081,0,4
1315,1324,1064,0,4
1315,1355,1081,0,4
1315,1361,1064,0,4
1315,1384,1064,0,4
1315,1402,1064,0,4
1315,1403,1064,0,4
1315,1408,1064,0,4
1315,1411,1064,0,4
1315,1448,1064,0,4
1331,1373,995,0,4
1331,1381,995,0,4
1331,1384,995,0,4
1331,1391,995,0,4
1331,1396,995,0,4
1355,1315,1117,0,4
1373,1331,995,0,4
1380,1303,241,0,4
1381,1331,1014,0,4
1384,1331,851,0,4
1387,1441,133,0,4
1391,1331,903,0,4
1404,1296,1259,0,4
1429,1303,277,0,4
1430,1455,879,0,4
1441,1387,259,0,4
1455,1430,843,0,4
