2,1319,1289,3,3
12,1319,13,1,0
20,1319,2,0,2
30,1319,31,2,1
34,1319,16,0,2
38,1319,20,0,3
56,1319,38,0,3
86,1319,68,0,3
102,1319,84,0,3
120,1319,102,0,3
121,1319,103,0,3
138,1319,120,0,3
156,1319,157,2,1
174,1319,175,2,1
192,1319,193,2,1
210,1319,211,2,1
228,1319,229,2,1
246,1319,247,2,1
264,1319,265,2,1
278,1424,277,1,2
282,1319,283,2,1
290,1319,272,0,3
306,1319,288,0,2
307,1319,289,0,3
308,1319,290,0,3
318,1319,300,0,3
319,1319,301,0,3
320,1319,302,0,3
321,1319,303,0,3
322,1319,304,0,3
323,1319,305,0,3
344,1319,326,0,3
480,1303,479,1,2
480,1304,479,1,2
480,1366,479,1,2
480,1387,479,1,2
480,1399,479,1,2
480,1406,479,1,2
480,1429,479,1,2
480,1430,479,1,2
480,1434,479,1,2
480,1438,479,1,2
480,1440,479,1,2
480,1443,479,1,2
575,1367,593,3,0
575,1383,593,3,0
575,1384,593,3,0
575,1391,593,3,0
575,1435,593,3,0
619,1371,618,1,2
714,1371,732,3,0
714,1398,732,3,0
714,1399,732,3,0
915,1380,914,1,2
1022,1422,1004,0,3
1054,1375,1053,1,2
1090,1338,1091,2,1
1106,1319,1124,3,0
1149,1384,1167,3,0
1159,1319,1177,3,0
1193,1362,1192,1,2
1193,1365,1192,1,2
1193,1428,1192,1,2
1193,1429,1192,1,2
1193,1434,1192,1,2
1212,1319,1230,3,0
1248,1319,1266,3,0
1249,1319,1267,3,0
1250,1319,1268,3,0
1263,1319,1264,2,1
1266,1319,1267,2,1
1267,1319,1268,2,1
1268,1319,1269,2,1
1271,1319,1319,4,0
1281,1319,1282,2,1
1286,1319,1268,0,3
1288,1389,1,3,3
1288,1390,1,3,3
1288,1407,1,3,3
1289,1319,1271,0,3
1319,1367,1271,0,4
1319,1423,1271,0,4
1334,1336,790,0,4
1336,1334,737,0,4
1341,1356,1203,0,4
1356,1341,1203,0,4
1367,1319,1281,0,4
1368,1386,1258,0,4
1386,1368,115,0,4
1386,1423,1007,0,4
1423,1319,1271,0,4
1423,1386,773,0,4
